CaptureSite,ForagingGround,Species,CCL_cm,CCW_cm,Weight_Kg,CalendarWeek
CaptureSite_15,Creek,Species_6,30.5,28.4,4.5,10
CaptureSite_15,Creek,Species_6,33.3,30.9,6.5,10
CaptureSite_15,Creek,Species_6,39.8,35.5,6.0,11
CaptureSite_15,Creek,Species_6,34.0,32.7,6.5,12
CaptureSite_15,Creek,Species_6,34.6,31.8,7.0,12
CaptureSite_15,Creek,Species_6,41.7,37.7,9.5,12
CaptureSite_15,Creek,Species_6,35.6,33.6,6.5,12
CaptureSite_15,Creek,Species_6,31.5,30.0,4.0,12
CaptureSite_15,Creek,Species_6,43.3,40.0,11.5,12
CaptureSite_15,Creek,Species_6,38.2,34.4,8.5,12
CaptureSite_15,Creek,Species_6,29.9,27.0,5.5,12
CaptureSite_15,Creek,Species_6,31.8,28.8,6.0,12
CaptureSite_15,Creek,Species_6,38.6,35.8,8.0,12
CaptureSite_15,Creek,Species_6,31.6,28.5,6.0,13
CaptureSite_15,Creek,Species_6,43.2,38.1,11.5,13
CaptureSite_15,Creek,Species_5,39.7,38.4,9.0,14
CaptureSite_15,Creek,Species_6,49.2,42.3,17.5,14
CaptureSite_15,Creek,Species_6,48.8,42.8,15.5,14
CaptureSite_15,Creek,Species_6,30.5,27.4,5.0,14
CaptureSite_15,Creek,Species_6,41.5,37.8,9.5,14
CaptureSite_15,Creek,Species_6,41.9,38.5,9.5,14
CaptureSite_15,Creek,Species_6,36.4,31.4,6.5,14
CaptureSite_15,Creek,Species_6,36.5,34.1,7.5,14
CaptureSite_15,Creek,Species_6,39.8,37.0,9.5,14
CaptureSite_15,Creek,Species_6,32.2,30.5,4.0,15
CaptureSite_15,Creek,Species_6,36.9,32.2,5.38,16
CaptureSite_15,Creek,Species_6,36.1,32.4,4.72,16
CaptureSite_15,Creek,Species_6,31.5,28.1,3.91,16
CaptureSite_15,Creek,Species_6,32.5,30.2,3.67,16
CaptureSite_15,Creek,Species_6,37.3,32.9,5.56,17
CaptureSite_15,Creek,Species_6,42.1,38.0,8.04,17
CaptureSite_15,Creek,Species_6,34.7,32.5,4.36,18
CaptureSite_15,Creek,Species_6,43.5,40.0,8.73,18
CaptureSite_15,Creek,Species_6,36.8,35.7,5.7,18
CaptureSite_15,Creek,Species_6,43.6,40.0,8.73,19
CaptureSite_15,Creek,Species_6,34.8,32.4,4.36,19
CaptureSite_15,Creek,Species_6,34.8,32.4,4.64,19
CaptureSite_15,Creek,Species_6,33.8,32.5,4.34,20
CaptureSite_15,Creek,Species_6,37.0,35.6,5.44,20
CaptureSite_15,Creek,Species_6,37.8,35.0,5.66,22
CaptureSite_15,Creek,Species_6,43.5,39.6,8.0,22
CaptureSite_15,Creek,Species_5,43.8,44.0,3.38,22
CaptureSite_15,Creek,Species_6,35.7,32.9,4.48,22
CaptureSite_15,Creek,Species_5,47.6,46.0,12.05,22
CaptureSite_15,Creek,Species_6,38.2,35.4,5.95,22
CaptureSite_15,Creek,Species_6,38.0,35.3,5.81,23
CaptureSite_15,Creek,Species_6,37.1,33.3,5.09,23
CaptureSite_15,Creek,Species_6,30.6,28.0,3.02,23
CaptureSite_15,Creek,Species_5,44.8,42.3,10.1,23
CaptureSite_15,Creek,Species_6,35.5,33.2,4.42,24
CaptureSite_15,Creek,Species_6,51.6,45.2,14.58,24
CaptureSite_15,Creek,Species_6,34.2,32.8,4.47,24
CaptureSite_15,Creek,Species_6,51.7,44.8,14.3,24
CaptureSite_15,Creek,Species_6,37.1,34.5,6.21,24
CaptureSite_15,Creek,Species_6,43.0,41.7,8.51,24
CaptureSite_15,Creek,Species_6,31.8,30.8,3.7,24
CaptureSite_15,Creek,Species_6,36.5,33.5,4.79,25
CaptureSite_15,Creek,Species_6,45.3,42.4,10.9,25
CaptureSite_15,Creek,Species_6,32.7,29.6,3.74,25
CaptureSite_15,Creek,Species_6,38.2,36.2,5.6,25
CaptureSite_15,Creek,Species_6,33.4,31.1,3.64,26
CaptureSite_15,Creek,Species_6,30.7,28.0,3.05,26
CaptureSite_15,Creek,Species_6,58.0,49.2,17.31,26
CaptureSite_15,Creek,Species_6,37.5,33.4,5.49,26
CaptureSite_15,Creek,Species_6,36.6,35.5,6.37,26
CaptureSite_15,Creek,Species_5,31.6,29.3,3.4,26
CaptureSite_15,Creek,Species_6,39.0,36.4,6.69,26
CaptureSite_15,Creek,Species_6,52.03,44.93,14.5,26
CaptureSite_15,Creek,Species_6,36.97,33.93,8.6,26
CaptureSite_15,Creek,Species_6,43.63,40.57,9.27,27
CaptureSite_15,Creek,Species_6,59.2,51.33,20.17,27
CaptureSite_15,Creek,Species_6,33.36,30.46,4.03,27
CaptureSite_15,Creek,Species_6,59.63,51.47,20.2,27
CaptureSite_15,Creek,Species_6,44.0,40.4,8.85,28
CaptureSite_15,Creek,Species_6,33.73,30.43,3.63,28
CaptureSite_15,Creek,Species_6,43.63,40.4,6.77,28
CaptureSite_15,Creek,Species_6,39.97,36.77,6.8,28
CaptureSite_15,Creek,Species_6,38.47,35.23,6.0,29
CaptureSite_15,Creek,Species_6,38.07,33.7,5.68,29
CaptureSite_15,Creek,Species_6,38.37,35.47,5.82,29
CaptureSite_15,Creek,Species_6,44.0,40.4,8.85,29
CaptureSite_15,Creek,Species_6,43.43,38.27,8.28,29
CaptureSite_15,Creek,Species_6,43.53,40.47,6.8,29
CaptureSite_15,Creek,Species_6,59.97,51.57,20.4,29
CaptureSite_15,Creek,Species_6,33.0,29.37,4.13,30
CaptureSite_15,Creek,Species_6,33.7,31.37,3.7,30
CaptureSite_15,Creek,Species_6,29.63,28.6,2.8,31
CaptureSite_15,Creek,Species_6,37.07,33.53,5.76,31
CaptureSite_15,Creek,Species_6,35.67,32.93,4.49,31
CaptureSite_15,Creek,Species_6,37.67,35.77,5.63,31
CaptureSite_15,Creek,Species_6,36.83,33.07,5.6,31
CaptureSite_15,Creek,Species_6,30.67,28.73,2.95,31
CaptureSite_15,Creek,Species_6,35.4,32.97,4.59,32
CaptureSite_15,Creek,Species_6,36.07,32.9,5.06,32
CaptureSite_15,Creek,Species_6,46.23,42.93,11.29,33
CaptureSite_15,Creek,Species_6,38.3,35.1,5.86,33
CaptureSite_15,Creek,Species_5,44.4,43.8,10.47,33
CaptureSite_15,Creek,Species_6,37.4,33.4,,33
CaptureSite_15,Creek,Species_6,37.8,35.5,6.12,33
CaptureSite_15,Creek,Species_6,36.93,33.43,5.26,34
CaptureSite_15,Creek,Species_6,31.23,29.67,3.5,34
CaptureSite_15,Creek,Species_6,31.4,28.8,3.5,35
CaptureSite_15,Creek,Species_6,37.3,33.7,5.33,35
CaptureSite_15,Creek,Species_6,33.1,30.1,3.91,35
CaptureSite_15,Creek,Species_6,35.4,33.3,4.51,35
CaptureSite_15,Creek,Species_6,36.7,34.7,5.74,35
CaptureSite_15,Creek,Species_6,34.5,32.5,4.62,35
CaptureSite_15,Creek,Species_6,41.1,36.3,6.84,35
CaptureSite_15,Creek,Species_6,31.0,29.2,2.88,35
CaptureSite_15,Creek,Species_6,32.4,29.7,3.7,35
CaptureSite_15,Creek,Species_6,25.4,24.9,3.25,35
CaptureSite_15,Creek,Species_6,38.5,35.6,6.0,35
CaptureSite_15,Creek,Species_6,32.3,29.6,3.48,36
CaptureSite_15,Creek,Species_6,31.1,29.1,2.95,36
CaptureSite_15,Creek,Species_6,38.7,36.7,6.85,36
CaptureSite_15,Creek,Species_6,40.8,38.5,8.05,36
CaptureSite_15,Creek,Species_6,32.4,31.0,3.96,37
CaptureSite_15,Creek,Species_6,35.8,32.9,4.62,37
CaptureSite_15,Creek,Species_6,38.8,35.8,6.25,37
CaptureSite_15,Creek,Species_6,60.2,52.4,21.93,37
CaptureSite_15,Creek,Species_6,31.8,31.1,3.61,37
CaptureSite_15,Creek,Species_6,33.9,30.7,3.55,37
CaptureSite_15,Creek,Species_5,34.5,34.8,4.9,38
CaptureSite_15,Creek,Species_6,38.9,35.8,6.32,38
CaptureSite_15,Creek,Species_6,30.5,28.2,2.8,38
CaptureSite_15,Creek,Species_6,38.8,35.6,6.25,38
CaptureSite_15,Creek,Species_6,32.4,31.1,4.0,38
CaptureSite_15,Creek,Species_6,34.5,34.5,8.63,39
CaptureSite_15,Creek,Species_6,38.8,35.7,6.36,39
CaptureSite_15,Creek,Species_6,30.7,28.1,2.69,39
CaptureSite_15,Creek,Species_6,57.0,49.4,19.47,39
CaptureSite_15,Creek,Species_6,37.3,34.6,5.66,39
CaptureSite_15,Creek,Species_6,38.1,36.0,5.9,39
CaptureSite_15,Creek,Species_6,31.9,29.5,3.0,39
CaptureSite_15,Creek,Species_6,37.4,36.0,5.92,40
CaptureSite_15,Creek,Species_6,40.2,39.9,9.58,41
CaptureSite_15,Creek,Species_6,46.2,42.9,11.71,41
CaptureSite_15,Creek,Species_6,36.8,34.5,5.67,41
CaptureSite_15,Creek,Species_6,31.4,30.8,3.68,41
CaptureSite_15,Creek,Species_6,41.0,37.6,6.94,41
CaptureSite_15,Creek,Species_6,36.9,34.7,5.7,41
CaptureSite_15,Creek,Species_6,32.4,30.4,3.82,42
CaptureSite_15,Creek,Species_6,44.8,41.6,10.11,42
CaptureSite_15,Creek,Species_6,32.4,30.5,3.6,43
CaptureSite_15,Creek,Species_6,33.8,31.0,4.96,43
CaptureSite_15,Creek,Species_6,39.5,36.5,5.69,43
CaptureSite_15,Creek,Species_6,33.3,29.5,3.75,43
CaptureSite_15,Creek,Species_6,39.5,36.5,5.25,43
CaptureSite_15,Creek,Species_6,36.6,35.0,4.75,43
CaptureSite_15,Creek,Species_6,32.2,29.3,3.49,43
CaptureSite_15,Creek,Species_6,37.5,34.5,5.65,43
CaptureSite_15,Creek,Species_6,31.2,29.0,3.53,43
CaptureSite_15,Creek,Species_6,44.9,41.1,10.84,44
CaptureSite_15,Creek,Species_6,37.6,34.2,5.89,44
CaptureSite_15,Creek,Species_6,61.2,52.7,22.94,44
CaptureSite_15,Creek,Species_6,39.4,36.0,6.6,44
CaptureSite_15,Creek,Species_6,39.7,36.5,5.7,44
CaptureSite_15,Creek,Species_6,36.2,33.7,5.0,44
CaptureSite_15,Creek,Species_6,36.6,33.2,5.59,45
CaptureSite_15,Creek,Species_6,34.0,32.1,5.0,45
CaptureSite_15,Creek,Species_6,32.4,31.0,4.0,45
CaptureSite_15,Creek,Species_6,36.4,34.1,5.2,45
CaptureSite_15,Creek,Species_6,34.6,32.2,4.6,45
CaptureSite_15,Creek,Species_6,33.3,31.4,4.3,45
CaptureSite_15,Creek,Species_6,37.3,32.8,4.7,45
CaptureSite_15,Creek,Species_6,37.3,33.7,5.2,45
CaptureSite_15,Creek,Species_6,31.4,28.6,3.6,45
CaptureSite_15,Creek,Species_6,36.4,33.7,5.4,45
CaptureSite_15,Creek,Species_5,31.6,29.3,3.5,45
CaptureSite_15,Creek,Species_6,34.2,31.0,4.4,46
CaptureSite_15,Creek,Species_6,30.5,29.3,3.6,46
CaptureSite_15,Creek,Species_6,36.2,32.9,5.1,46
CaptureSite_15,Creek,Species_6,32.3,29.4,3.0,46
CaptureSite_15,Creek,Species_5,35.7,35.0,7.5,46
CaptureSite_15,Creek,Species_6,33.0,29.4,3.8,46
CaptureSite_15,Creek,Species_6,32.9,30.2,3.4,47
CaptureSite_15,Creek,Species_6,39.4,36.3,6.0,47
CaptureSite_15,Creek,Species_6,43.0,37.0,8.8,47
CaptureSite_15,Creek,Species_6,35.3,33.5,4.2,47
CaptureSite_15,Creek,Species_6,32.1,28.2,2.5,47
CaptureSite_15,Creek,Species_6,39.6,36.1,5.4,47
CaptureSite_15,Creek,Species_6,30.4,29.7,3.5,47
CaptureSite_15,Creek,Species_6,57.6,50.0,18.2,48
CaptureSite_15,Creek,Species_5,34.0,33.2,4.4,48
CaptureSite_15,Creek,Species_6,40.4,37.5,7.4,48
CaptureSite_15,Creek,Species_6,32.1,31.6,4.2,48
CaptureSite_15,Creek,Species_5,39.6,39.5,7.2,48
CaptureSite_15,Creek,Species_5,34.4,33.0,5.8,49
CaptureSite_15,Creek,Species_6,36.1,33.9,9.0,49
CaptureSite_15,Creek,Species_6,33.1,30.2,2.6,49
CaptureSite_15,Creek,Species_6,40.0,37.4,7.2,49
CaptureSite_15,Creek,Species_6,45.3,41.8,10.8,49
CaptureSite_15,Creek,Species_6,38.8,36.0,7.0,49
CaptureSite_15,Creek,Species_5,42.6,41.3,7.0,49
CaptureSite_15,Creek,Species_6,30.2,28.6,3.2,50
CaptureSite_15,Creek,Species_6,36.0,32.8,5.2,50
CaptureSite_15,Creek,Species_6,32.0,31.1,2.0,50
CaptureSite_15,Creek,Species_6,35.0,34.0,9.6,50
CaptureSite_15,Creek,Species_6,57.8,50.4,19.2,50
CaptureSite_15,Creek,Species_6,39.2,36.7,5.6,50
CaptureSite_15,Creek,Species_6,30.8,28.6,5.4,50
CaptureSite_15,Creek,Species_6,37.2,33.5,5.2,51
CaptureSite_15,Creek,Species_6,35.2,33.4,4.8,51
CaptureSite_15,Creek,Species_6,39.9,36.4,4.8,51
CaptureSite_15,Creek,Species_6,34.6,30.8,4.2,51
CaptureSite_15,Creek,Species_6,34.4,32.2,5.0,51
CaptureSite_15,Creek,Species_6,30.0,28.5,2.0,51
CaptureSite_15,Creek,Species_6,34.7,32.4,3.2,51
CaptureSite_15,Creek,Species_6,36.1,34.2,4.9,51
CaptureSite_15,Creek,Species_6,33.4,32.7,3.7,51
CaptureSite_15,Creek,Species_6,37.2,34.1,5.4,0
CaptureSite_15,Creek,Species_6,49.3,45.0,12.3,0
CaptureSite_15,Creek,Species_6,40.0,36.0,6.2,0
CaptureSite_15,Creek,Species_6,34.3,32.7,4.2,0
CaptureSite_15,Creek,Species_6,31.7,29.9,2.9,0
CaptureSite_15,Creek,Species_6,29.5,28.6,2.7,0
CaptureSite_15,Creek,Species_5,39.1,39.3,5.7,0
CaptureSite_15,Creek,Species_6,38.9,34.1,5.6,0
CaptureSite_15,Creek,Species_6,33.5,31.5,4.4,0
CaptureSite_15,Creek,Species_6,33.4,32.1,3.7,0
CaptureSite_15,Creek,Species_6,31.1,30.0,3.0,1
CaptureSite_15,Creek,Species_6,40.0,37.5,7.4,1
CaptureSite_15,Creek,Species_6,36.1,33.3,4.3,1
CaptureSite_15,Creek,Species_6,58.9,52.1,20.9,1
CaptureSite_15,Creek,Species_6,36.9,34.1,5.0,1
CaptureSite_15,Creek,Species_6,33.1,30.9,2.8,2
CaptureSite_15,Creek,Species_6,36.0,33.0,4.3,2
CaptureSite_15,Creek,Species_6,32.2,30.8,2.4,2
CaptureSite_15,Creek,Species_6,30.8,28.2,3.6,2
CaptureSite_15,Creek,Species_6,31.5,31.0,2.4,2
CaptureSite_15,Creek,Species_6,37.1,34.2,5.4,2
CaptureSite_15,Creek,Species_5,34.9,34.0,5.6,2
CaptureSite_15,Creek,Species_6,39.6,36.3,6.4,2
CaptureSite_15,Creek,Species_6,45.8,41.8,10.2,2
CaptureSite_15,Creek,Species_5,47.1,44.4,11.5,2
CaptureSite_15,Creek,Species_6,39.7,38.0,8.0,2
CaptureSite_15,Creek,Species_6,37.5,34.5,5.4,2
CaptureSite_15,Creek,Species_6,29.4,28.5,2.6,2
CaptureSite_15,Creek,Species_6,34.7,32.5,4.8,2
CaptureSite_15,Creek,Species_6,37.9,34.0,5.8,2
CaptureSite_15,Creek,Species_6,35.4,33.0,4.4,3
CaptureSite_15,Creek,Species_6,36.5,33.2,4.4,4
CaptureSite_15,Creek,Species_6,41.0,38.5,7.8,4
CaptureSite_15,Creek,Species_6,37.4,34.5,5.6,4
CaptureSite_15,Creek,Species_6,39.0,37.5,7.2,4
CaptureSite_15,Creek,Species_6,40.5,36.5,7.4,4
CaptureSite_15,Creek,Species_6,38.0,34.1,6.0,4
CaptureSite_15,Creek,Species_6,39.6,36.5,6.6,4
CaptureSite_15,Creek,Species_6,30.2,28.3,2.5,4
CaptureSite_15,Creek,Species_6,31.4,28.0,2.1,4
CaptureSite_15,Creek,Species_6,33.8,30.9,3.2,4
CaptureSite_15,Creek,Species_6,35.0,32.3,4.6,4
CaptureSite_15,Creek,Species_6,33.1,30.9,3.8,4
CaptureSite_15,Creek,Species_6,35.3,33.6,5.0,5
CaptureSite_15,Creek,Species_5,38.1,36.4,7.6,5
CaptureSite_15,Creek,Species_6,28.5,25.2,2.4,5
CaptureSite_15,Creek,Species_6,58.5,49.8,19.0,6
CaptureSite_15,Creek,Species_6,30.2,28.7,3.0,6
CaptureSite_15,Creek,Species_6,46.0,41.3,10.8,6
CaptureSite_15,Creek,Species_6,35.4,31.5,4.6,6
CaptureSite_15,Creek,Species_6,45.9,41.3,10.8,6
CaptureSite_15,Creek,Species_6,46.0,41.6,10.4,6
CaptureSite_15,Creek,Species_6,33.0,31.5,4.2,6
CaptureSite_15,Creek,Species_6,28.5,26.7,2.8,6
CaptureSite_15,Creek,Species_6,24.6,25.8,2.6,6
CaptureSite_15,Creek,Species_6,45.8,41.0,10.6,7
CaptureSite_15,Creek,Species_6,27.0,26.0,,7
CaptureSite_15,Creek,Species_6,57.8,49.6,19.0,7
CaptureSite_15,Creek,Species_5,42.1,39.0,8.2,7
CaptureSite_15,Creek,Species_6,37.93,34.43,6.4,7
CaptureSite_15,Creek,Species_6,36.3,35.57,5.4,7
CaptureSite_15,Creek,Species_6,37.0,34.6,5.8,8
CaptureSite_15,Creek,Species_6,36.47,35.0,5.4,8
CaptureSite_15,Creek,Species_6,35.9,32.9,4.8,8
CaptureSite_15,Creek,Species_6,29.5,28.3,3.18,8
CaptureSite_15,Creek,Species_6,31.5,27.9,3.8,8
CaptureSite_15,Creek,Species_6,40.4,38.7,8.0,8
CaptureSite_15,Creek,Species_6,35.4,34.8,5.26,9
CaptureSite_15,Creek,Species_6,39.2,36.17,6.59,9
CaptureSite_15,Creek,Species_6,29.9,28.93,2.68,9
CaptureSite_15,Creek,Species_6,34.73,34.6,5.6,9
CaptureSite_15,Creek,Species_6,35.37,32.2,4.51,9
CaptureSite_15,Creek,Species_6,62.17,54.13,23.63,10
CaptureSite_15,Creek,Species_6,33.23,31.47,4.0,10
CaptureSite_15,Creek,Species_6,39.67,36.33,6.52,10
CaptureSite_15,Creek,Species_6,36.03,33.0,4.6,10
CaptureSite_15,Creek,Species_6,45.47,40.6,9.6,10
CaptureSite_15,Creek,Species_6,37.03,34.03,5.18,10
CaptureSite_15,Creek,Species_6,37.43,34.03,5.12,10
CaptureSite_15,Creek,Species_6,37.47,34.73,6.0,10
CaptureSite_15,Creek,Species_6,62.13,54.13,23.63,11
CaptureSite_15,Creek,Species_5,39.3,37.3,6.8,11
CaptureSite_15,Creek,Species_6,37.5,33.2,5.95,11
CaptureSite_15,Creek,Species_6,33.5,31.8,4.75,11
CaptureSite_15,Creek,Species_6,27.5,26.0,2.44,12
CaptureSite_15,Creek,Species_6,39.2,35.5,6.9,12
CaptureSite_15,Creek,Species_6,45.8,41.5,11.03,12
CaptureSite_15,Creek,Species_6,42.7,37.4,8.14,13
CaptureSite_15,Creek,Species_6,57.8,49.5,18.74,13
CaptureSite_15,Creek,Species_6,50.1,42.1,13.74,13
CaptureSite_15,Creek,Species_6,36.6,35.1,5.75,13
CaptureSite_15,Creek,Species_6,32.7,31.5,4.11,13
CaptureSite_15,Creek,Species_6,39.9,36.1,6.58,13
CaptureSite_15,Creek,Species_6,37.7,34.4,5.8,14
CaptureSite_15,Creek,Species_6,31.7,30.2,4.0,14
CaptureSite_15,Creek,Species_6,38.5,35.1,6.64,14
CaptureSite_15,Creek,Species_6,34.7,30.9,4.49,14
CaptureSite_15,Creek,Species_6,47.0,43.2,11.68,14
CaptureSite_15,Creek,Species_6,33.6,30.8,4.9,14
CaptureSite_15,Creek,Species_6,46.1,43.0,11.99,14
CaptureSite_15,Creek,Species_6,30.0,28.2,3.0,14
CaptureSite_15,Creek,Species_6,30.8,27.0,2.74,15
CaptureSite_15,Creek,Species_6,36.0,32.2,4.63,15
CaptureSite_15,Creek,Species_5,53.0,47.5,17.61,15
CaptureSite_15,Creek,Species_6,34.1,30.8,4.52,15
CaptureSite_15,Creek,Species_6,41.7,37.7,8.25,15
CaptureSite_15,Creek,Species_5,53.0,47.5,18.5,15
CaptureSite_15,Creek,Species_6,36.5,34.0,7.52,15
CaptureSite_15,Creek,Species_6,31.1,28.1,3.63,15
CaptureSite_15,Creek,Species_6,37.3,34.8,5.58,15
CaptureSite_15,Creek,Species_6,38.3,34.7,5.8,15
CaptureSite_15,Creek,Species_6,30.0,28.3,2.9,15
CaptureSite_15,Creek,Species_6,40.2,40.1,7.29,15
CaptureSite_15,Creek,Species_5,39.4,39.0,6.95,16
CaptureSite_15,Creek,Species_6,37.0,34.1,5.79,16
CaptureSite_15,Creek,Species_6,31.3,31.5,3.8,16
CaptureSite_15,Creek,Species_6,31.4,28.3,3.76,16
CaptureSite_15,Creek,Species_6,40.1,37.6,7.48,17
CaptureSite_15,Creek,Species_6,37.1,34.1,5.58,17
CaptureSite_15,Creek,Species_6,37.4,35.0,5.69,17
CaptureSite_15,Creek,Species_6,39.9,34.4,6.33,17
CaptureSite_15,Creek,Species_6,34.0,30.8,4.27,17
CaptureSite_15,Creek,Species_6,34.8,30.2,4.61,17
CaptureSite_15,Creek,Species_6,49.9,42.8,13.82,17
CaptureSite_15,Creek,Species_6,38.9,36.3,5.78,17
CaptureSite_15,Creek,Species_6,38.0,34.5,4.08,17
CaptureSite_15,Creek,Species_5,35.1,34.2,5.68,17
CaptureSite_15,Creek,Species_6,31.7,31.6,3.68,17
CaptureSite_15,Creek,Species_6,38.4,34.9,5.27,17
CaptureSite_15,Creek,Species_6,31.8,28.5,3.75,17
CaptureSite_15,Creek,Species_6,34.1,32.7,4.4,17
CaptureSite_15,Creek,Species_6,39.0,36.5,5.93,17
CaptureSite_15,Creek,Species_6,34.2,30.9,3.73,17
CaptureSite_15,Creek,Species_5,5.5,5.0,0.1,18
CaptureSite_15,Creek,Species_6,37.4,34.6,5.51,18
CaptureSite_15,Creek,Species_5,55.0,51.0,21.19,18
CaptureSite_15,Creek,Species_6,34.4,32.0,4.52,18
CaptureSite_15,Creek,Species_6,31.8,24.6,4.3,18
CaptureSite_15,Creek,Species_6,37.5,36.2,5.9,18
CaptureSite_15,Creek,Species_6,39.0,34.9,6.03,18
CaptureSite_15,Creek,Species_6,37.0,36.0,6.24,19
CaptureSite_15,Creek,Species_6,37.6,35.7,6.0,19
CaptureSite_15,Creek,Species_6,57.7,49.7,20.03,19
CaptureSite_15,Creek,Species_6,28.3,25.2,2.46,19
CaptureSite_15,Creek,Species_6,34.1,30.5,4.63,19
CaptureSite_15,Creek,Species_6,34.1,30.9,4.65,19
CaptureSite_15,Creek,Species_6,43.3,39.0,9.23,19
CaptureSite_15,Creek,Species_6,34.3,30.6,4.8,20
CaptureSite_15,Creek,Species_6,31.9,24.8,4.55,20
CaptureSite_15,Creek,Species_6,37.2,36.3,6.31,20
CaptureSite_15,Creek,Species_5,36.7,36.0,5.97,21
CaptureSite_15,Creek,Species_6,34.0,33.1,4.92,21
CaptureSite_15,Creek,Species_6,40.0,35.7,7.6,21
CaptureSite_15,Creek,Species_6,36.5,33.9,6.77,21
CaptureSite_15,Creek,Species_6,39.2,35.0,7.3,21
CaptureSite_15,Creek,Species_6,37.3,34.3,5.85,21
CaptureSite_15,Creek,Species_6,38.4,34.4,7.2,21
CaptureSite_15,Creek,Species_6,37.2,34.5,5.48,21
CaptureSite_15,Creek,Species_6,39.3,29.2,4.31,21
CaptureSite_15,Creek,Species_5,42.0,39.1,9.58,21
CaptureSite_15,Creek,Species_5,43.5,42.2,10.3,22
CaptureSite_15,Creek,Species_6,32.9,31.5,4.11,22
CaptureSite_15,Creek,Species_6,32.2,24.9,4.4,22
CaptureSite_15,Creek,Species_6,31.3,29.4,4.25,22
CaptureSite_15,Creek,Species_6,29.2,26.1,2.93,23
CaptureSite_15,Creek,Species_6,36.9,34.0,5.94,23
CaptureSite_15,Creek,Species_5,40.0,39.4,6.52,23
CaptureSite_15,Creek,Species_6,30.2,28.6,3.68,23
CaptureSite_15,Creek,Species_6,36.8,34.0,6.62,23
CaptureSite_15,Creek,Species_6,29.4,28.2,3.47,23
CaptureSite_15,Creek,Species_6,33.7,30.6,4.51,23
CaptureSite_15,Creek,Species_6,29.3,26.1,3.26,23
CaptureSite_15,Creek,Species_6,35.5,32.2,4.44,23
CaptureSite_15,Creek,Species_6,39.5,34.3,6.4,24
CaptureSite_15,Creek,Species_6,23.0,21.5,1.95,24
CaptureSite_15,Creek,Species_6,34.5,33.6,6.41,24
CaptureSite_15,Creek,Species_6,34.6,32.4,5.14,25
CaptureSite_15,Creek,Species_6,33.4,30.4,5.67,25
CaptureSite_15,Creek,Species_6,31.5,27.6,3.4,25
CaptureSite_15,Creek,Species_6,41.6,38.4,8.61,25
CaptureSite_15,Creek,Species_5,41.3,36.0,8.26,25
CaptureSite_15,Creek,Species_6,33.6,30.7,4.51,25
CaptureSite_15,Creek,Species_6,40.1,36.2,7.61,25
CaptureSite_15,Creek,Species_6,30.5,27.9,3.13,26
CaptureSite_15,Creek,Species_6,38.5,36.0,6.49,26
CaptureSite_15,Creek,Species_6,34.2,33.3,3.43,26
CaptureSite_15,Creek,Species_5,38.1,37.7,7.56,26
CaptureSite_15,Creek,Species_5,28.3,25.0,2.53,26
CaptureSite_15,Creek,Species_6,34.0,32.0,5.41,26
CaptureSite_15,Creek,Species_6,41.8,38.5,8.7,26
CaptureSite_15,Creek,Species_6,30.7,28.0,3.21,26
CaptureSite_15,Creek,Species_5,42.9,41.6,9.76,26
CaptureSite_15,Creek,Species_6,37.4,36.0,6.87,27
CaptureSite_15,Creek,Species_6,35.3,32.0,4.89,27
CaptureSite_15,Creek,Species_6,30.2,28.1,3.09,27
CaptureSite_15,Creek,Species_6,46.0,41.6,11.69,27
CaptureSite_15,Creek,Species_5,39.8,37.5,8.29,27
CaptureSite_15,Creek,Species_6,28.8,26.2,2.75,27
CaptureSite_15,Creek,Species_6,38.8,36.2,7.06,27
CaptureSite_15,Creek,Species_6,61.3,55.5,24.61,28
CaptureSite_15,Creek,Species_6,28.6,28.3,2.81,28
CaptureSite_15,Creek,Species_6,45.6,41.4,11.82,28
CaptureSite_15,Creek,Species_6,34.7,31.6,4.84,29
CaptureSite_15,Creek,Species_6,29.6,28.6,3.22,29
CaptureSite_15,Creek,Species_6,32.4,29.5,3.71,29
CaptureSite_15,Creek,Species_6,28.6,28.4,2.88,29
CaptureSite_15,Creek,Species_5,41.4,39.3,9.36,29
CaptureSite_15,Creek,Species_6,37.5,35.6,6.4,29
CaptureSite_15,Creek,Species_6,39.8,37.4,8.82,29
CaptureSite_15,Creek,Species_6,37.6,35.6,6.3,29
CaptureSite_15,Creek,Species_6,34.8,31.7,4.98,29
CaptureSite_15,Creek,Species_5,40.3,36.93,8.34,30
CaptureSite_15,Creek,Species_6,30.73,27.7,4.79,30
CaptureSite_15,Creek,Species_6,29.9,28.3,3.29,30
CaptureSite_15,Creek,Species_6,43.5,38.7,9.9,30
CaptureSite_15,Creek,Species_6,30.9,29.2,3.22,30
CaptureSite_15,Creek,Species_6,30.8,27.8,4.82,31
CaptureSite_15,Creek,Species_6,37.2,36.2,6.55,31
CaptureSite_15,Creek,Species_6,30.2,27.6,4.18,31
CaptureSite_15,Creek,Species_6,29.2,27.7,3.2,31
CaptureSite_15,Creek,Species_6,28.6,28.2,3.21,31
CaptureSite_15,Creek,Species_5,41.4,39.5,7.46,31
CaptureSite_15,Creek,Species_6,39.0,34.5,6.94,31
CaptureSite_15,Creek,Species_6,55.6,48.1,20.31,32
CaptureSite_15,Creek,Species_6,37.5,34.7,7.04,32
CaptureSite_15,Creek,Species_6,29.6,28.6,3.15,32
