CCL_cm,CCW_cm,Weight_Kg,CalendarWeek,ForagingGround_Ocean,Species_Species_1,Species_Species_2,Species_Species_3,Species_Species_4,Species_Species_5,Species_Species_6,Species_Species_7
41.1,38.6,8.5,39,True,False,False,False,False,True,False,False
55.5,51.5,20.74,40,True,False,False,False,False,True,False,False
41.3,40.75,8.92,42,False,False,False,False,False,True,False,False
35.4,33.8,5.5,43,True,False,False,False,False,True,False,False
57.8,50.2,19.214000000000002,46,False,False,False,False,False,True,False,False
34.1,31.0,4.45,51,True,False,False,False,False,False,True,False
52.0,46.9,16.169999999999998,50,False,False,False,False,False,True,False,False
68.0,68.4,22.36,14,True,False,False,False,False,False,False,True
57.2,54.0,23.5,38,False,False,False,False,False,True,False,False
42.8,41.6,10.094,33,False,False,False,False,False,True,False,False
32.3,30.9,4.15,37,False,False,False,False,False,False,True,False
53.0,47.5,17.0,45,True,False,False,False,False,True,False,False
34.9,30.5,4.05,17,True,False,False,False,False,False,True,False
34.7,29.7,5.5,49,True,False,False,False,False,False,True,False
38.2,36.5,5.8,47,True,False,False,False,False,True,False,False
35.1,32.7,5.2,46,True,False,False,False,False,False,True,False
42.7,41.2,9.73,47,False,False,False,False,False,True,False,False
47.8,44.5,12.0,35,False,False,False,False,False,True,False,False
40.5,37.2,8.102,48,True,False,False,False,False,False,True,False
41.0,39.3,8.0,14,True,False,False,False,False,False,True,False
62.2,56.6,29.189999999999998,42,False,False,False,False,False,True,False,False
37.9,34.2,6.188,28,False,False,False,False,False,True,False,False
46.9,40.0,11.528,49,True,False,False,False,False,False,True,False
43.27,40.47,9.138,6,True,False,False,False,False,False,True,False
41.5,40.0,8.19,45,True,False,False,False,False,True,False,False
40.0,39.5,7.822,29,False,False,False,False,False,True,False,False
55.1,50.3,18.5,22,False,False,False,False,False,True,False,False
86.8,80.9,80.78,11,True,False,False,False,False,True,False,False
48.6,44.2,13.459999999999999,2,False,False,False,False,False,True,False,False
60.1,54.0,26.25,49,False,False,False,False,False,True,False,False
38.0,34.9,6.4159999999999995,46,False,False,False,False,False,True,False,False
43.0,41.1,9.7,44,False,False,False,False,False,True,False,False
40.4,39.2,8.38,23,True,False,False,False,False,True,False,False
42.0,39.0,9.21,13,True,False,False,False,False,True,False,False
47.1,42.5,10.65,11,False,False,False,False,False,True,False,False
43.2,42.6,10.222,22,True,False,False,False,False,True,False,False
33.6,31.6,4.3,27,True,False,False,False,False,False,True,False
42.5,40.7,8.406,37,False,False,False,False,False,True,False,False
29.2,27.7,3.2,31,False,False,False,False,False,False,True,False
42.7,41.2,10.0,44,False,False,False,False,False,True,False,False
6.0,6.0,0.05,23,True,False,False,False,False,True,False,False
64.6,59.0,30.45,25,False,False,False,False,False,True,False,False
40.2,37.8,8.01,51,False,False,False,False,False,True,False,False
20.4,18.3,1.57,15,True,False,False,False,False,False,True,False
36.2,35.0,5.736,19,True,False,False,False,False,False,True,False
48.0,43.7,13.5,43,False,False,False,False,False,True,False,False
47.5,44.3,12.0,8,True,False,False,False,False,False,True,False
46.1,42.9,12.25,44,True,False,False,False,False,False,True,False
34.2,32.9,4.65,46,False,False,False,False,False,True,False,False
43.6,42.3,10.309999999999999,23,False,False,False,False,False,True,False,False
43.2,39.2,10.87,29,True,False,False,False,False,False,True,False
33.03,29.93,3.86,50,False,False,False,False,False,False,True,False
42.1,40.5,9.5,48,False,False,False,False,False,True,False,False
39.8,37.5,8.29,27,False,False,False,False,False,True,False,False
7.2,6.9,0.41,23,True,False,False,False,False,True,False,False
40.7,38.0,8.7,4,False,False,False,False,False,True,False,False
35.0,32.3,4.6,4,False,False,False,False,False,False,True,False
48.4,43.0,12.5,39,False,False,False,False,False,True,False,False
65.7,59.9,25.39,29,True,False,False,False,False,True,False,False
32.4,31.0,3.8920000000000003,16,False,False,False,False,False,False,True,False
34.93,32.9,5.25,46,False,False,False,False,False,False,True,False
41.0,39.0,8.272,12,True,False,False,False,False,True,False,False
56.1,54.5,20.26,22,False,False,False,False,False,True,False,False
43.2,41.2,9.691999999999998,33,False,False,False,False,False,True,False,False
39.1,38.0,7.7,9,False,False,False,False,False,False,True,False
31.0,30.4,3.83,3,True,False,False,False,False,True,False,False
34.5,31.4,4.65,45,True,False,False,False,False,False,True,False
30.9,27.6,3.05,30,True,False,False,False,False,False,True,False
38.5,34.7,6.41,44,False,False,False,False,False,False,True,False
33.1,30.8,4.11,17,True,False,False,False,False,False,True,False
44.5,39.4,10.1,3,False,False,False,False,False,False,True,False
54.1,51.2,19.55,37,False,False,False,False,False,True,False,False
35.5,31.9,5.5,9,True,False,False,False,False,True,False,False
35.7,32.5,7.5,12,True,False,False,False,False,False,True,False
65.9,60.8,35.5,5,True,False,False,False,False,True,False,False
37.5,34.5,5.19,51,True,False,False,False,False,False,True,False
32.5,31.4,4.35,32,True,False,False,False,False,False,True,False
43.2,40.0,10.0,45,False,False,False,False,False,True,False,False
41.0,39.9,8.886000000000001,44,True,False,False,False,False,True,False,False
39.1,39.4,7.0,38,False,False,False,False,False,True,False,False
34.5,31.0,4.4,43,True,False,False,False,False,False,True,False
40.0,38.0,6.5,33,False,False,False,False,False,False,True,False
38.2,38.0,7.29,36,False,False,False,False,False,True,False,False
36.2,34.5,6.5,37,False,False,False,False,False,False,True,False
39.0,37.9,7.5,31,False,False,False,False,False,True,False,False
31.1,30.0,3.0,1,False,False,False,False,False,False,True,False
57.0,54.1,23.96,36,False,False,False,False,False,True,False,False
41.4,38.1,7.5,28,False,False,False,False,False,False,True,False
47.8,45.3,12.946000000000002,18,True,False,False,False,False,True,False,False
33.4,32.75,4.38,40,True,False,False,False,False,False,True,False
29.5,27.0,2.86,28,False,False,False,False,False,False,True,False
40.0,38.4,7.5,33,False,False,False,False,False,True,False,False
47.7,41.8,13.5,1,True,False,False,False,False,False,True,False
34.0,32.3,4.91,16,False,False,False,False,False,True,False,False
47.1,42.1,12.5,11,False,False,False,False,False,True,False,False
48.3,44.3,13.756,18,True,False,False,False,False,True,False,False
43.0,39.6,10.0,41,False,False,False,False,False,True,False,False
45.0,41.0,8.0,26,True,False,False,False,False,True,False,False
32.0,30.8,3.55,19,False,False,False,False,False,False,True,False
40.9,39.8,7.095999999999999,28,False,False,False,False,False,True,False,False
38.7,38.3,7.65,33,False,False,False,False,False,True,False,False
28.1,24.0,1.85,4,False,False,False,False,False,False,True,False
45.0,43.0,10.84,8,False,False,False,False,False,True,False,False
50.5,46.0,15.197999999999999,34,False,False,False,False,False,True,False,False
39.6,36.3,6.4,2,False,False,False,False,False,False,True,False
27.77,24.17,2.2,29,False,False,False,False,False,True,False,False
43.0,37.2,9.0,0,False,False,False,False,False,False,True,False
30.1,28.4,3.63,15,True,False,False,False,False,False,True,False
36.4,36.4,5.8,49,False,False,False,False,False,True,False,False
60.9,54.7,25.660000000000004,42,True,False,False,False,False,False,True,False
73.0,67.1,48.09,1,True,False,False,False,False,False,True,False
47.0,44.0,12.780000000000001,46,False,False,False,False,False,True,False,False
44.5,38.5,9.2,47,True,False,False,False,False,True,False,False
51.2,48.5,13.8,5,True,False,False,False,False,True,False,False
39.2,38.0,6.91,13,False,False,False,False,False,True,False,False
42.5,40.4,9.5,36,False,False,False,False,False,True,False,False
40.1,37.6,8.4,8,False,False,False,False,False,True,False,False
42.3,41.6,9.225999999999999,21,False,False,False,False,False,True,False,False
42.9,43.2,9.675999999999998,50,False,False,False,False,False,True,False,False
46.5,42.2,10.0,36,True,False,False,False,False,False,True,False
30.2,28.53,2.65,48,False,False,False,False,False,False,True,False
72.1,62.0,35.35,39,False,False,False,False,False,True,False,False
35.5,32.8,4.5,4,True,False,False,False,False,False,True,False
42.4,40.0,8.844000000000001,48,False,False,False,False,False,True,False,False
32.7,31.5,4.73,16,True,False,False,False,False,False,True,False
31.0,27.5,3.5,30,False,False,False,False,False,False,True,False
76.9,71.6,52.31999999999999,4,True,False,False,False,False,True,False,False
55.6,50.0,20.3,23,False,False,False,False,False,True,False,False
42.7,42.0,8.998000000000001,11,False,False,False,False,False,True,False,False
67.6,62.7,34.9,49,False,False,False,False,False,True,False,False
55.88,53.34,20.89,9,False,False,False,False,False,True,False,False
56.5,50.5,20.339999999999996,17,False,False,False,False,False,True,False,False
44.6,42.2,9.5,33,False,False,False,False,False,True,False,False
43.1,42.3,10.110000000000001,47,False,False,False,False,False,True,False,False
62.3,55.1,28.776,15,False,False,False,False,False,True,False,False
58.8,55.8,26.406,10,False,False,False,False,False,True,False,False
42.0,38.8,9.23,8,False,False,False,False,False,True,False,False
45.2,41.3,12.558000000000002,13,False,False,False,False,False,False,True,False
48.3,46.2,14.0,13,False,False,False,False,False,True,False,False
55.5,50.4,20.19,25,False,False,False,False,False,True,False,False
33.0,31.0,5.5,48,True,False,False,False,False,True,False,False
35.5,30.5,4.324,47,False,False,False,False,False,False,True,False
35.8,33.7,5.298,51,True,False,False,False,False,False,True,False
39.8,35.9,7.748,1,False,False,False,False,False,False,True,False
45.7,44.2,11.8,47,True,False,False,False,False,False,True,False
55.7,47.7,15.15,44,True,False,False,False,False,False,True,False
43.4,42.5,10.3,6,False,False,False,False,False,True,False,False
34.0,31.5,5.0,33,False,False,False,False,False,False,True,False
56.8,54.4,22.0,2,False,False,False,False,False,True,False,False
75.1,69.2,51.14,44,True,False,False,False,False,True,False,False
51.7,44.8,14.3,24,False,False,False,False,False,False,True,False
45.2,45.9,11.180000000000001,46,False,False,False,False,False,True,False,False
35.8,33.0,4.64,33,False,False,False,False,False,False,True,False
41.17,40.17,8.48,45,False,False,False,False,False,True,False,False
44.5,43.3,10.296,42,True,False,False,False,False,True,False,False
51.3,47.6,16.5,49,False,False,False,False,False,True,False,False
31.5,29.9,4.64,32,False,False,False,False,False,False,True,False
78.6,70.6,52.459999999999994,28,False,False,False,False,False,True,False,False
40.3,38.0,7.5,40,False,False,False,False,False,False,True,False
32.4,28.7,4.0,40,True,False,False,False,False,False,True,False
50.93,45.07,14.71,31,False,False,False,False,False,False,True,False
56.8,52.0,22.128,8,False,False,False,False,False,True,False,False
30.0,28.9,3.0,0,True,False,False,False,False,False,True,False
30.2,28.8,3.1,30,True,False,False,False,False,False,True,False
32.6,32.8,5.5,35,True,False,False,False,False,False,True,False
28.8,26.5,2.9699999999999998,21,True,False,False,False,False,False,True,False
30.0,29.07,2.62,9,True,False,False,False,False,False,True,False
36.4,34.7,6.5,39,True,False,False,False,False,True,False,False
32.5,29.0,3.5,43,False,False,False,False,False,False,True,False
49.1,44.4,14.0,7,True,False,False,False,False,False,True,False
40.9,39.0,7.862,49,True,False,False,False,False,True,False,False
37.7,34.8,7.19,30,False,False,False,False,False,False,True,False
81.7,78.6,71.4,38,True,False,False,False,True,False,False,False
41.2,37.0,8.5,40,False,False,False,False,False,False,True,False
36.5,36.2,5.98,13,False,False,False,False,False,True,False,False
24.0,21.5,1.43,13,True,False,False,False,False,False,True,False
51.4,48.6,15.851999999999999,6,True,False,False,False,False,True,False,False
45.4,42.77,12.81,27,True,False,False,False,False,False,True,False
53.6,48.7,18.5,1,False,False,False,False,False,True,False,False
37.4,35.7,5.45,37,False,False,False,False,False,True,False,False
32.4,29.0,3.6,32,False,False,False,False,False,False,True,False
31.8,29.5,3.91,19,False,False,False,False,False,False,True,False
48.9,45.6,13.684000000000001,33,False,False,False,False,False,True,False,False
55.5,52.7,22.224,25,False,False,False,False,False,True,False,False
27.0,24.4,2.1239999999999997,8,True,False,False,False,False,False,True,False
40.1,37.3,7.667999999999999,51,False,False,False,False,False,True,False,False
49.2,46.9,19.785999999999998,41,False,False,False,False,False,True,False,False
43.2,40.9,10.0,11,True,False,False,False,False,True,False,False
31.0,28.5,3.19,4,True,False,False,False,False,False,True,False
33.7,31.2,4.9079999999999995,30,True,False,False,False,False,False,True,False
35.57,33.23,5.05,6,False,False,False,False,False,False,True,False
42.2,39.0,8.522,33,True,False,False,False,False,True,False,False
33.6,31.0,4.5,39,True,False,False,False,False,False,True,False
44.7,42.5,10.952,13,False,False,False,False,False,True,False,False
53.7,49.9,18.77,39,False,False,False,False,False,True,False,False
34.5,33.3,5.32,37,True,False,False,False,False,False,True,False
59.4,56.0,23.5,8,False,False,False,False,False,True,False,False
48.4,43.7,13.5,35,False,False,False,False,False,True,False,False
61.2,58.5,27.2,36,True,False,False,False,False,True,False,False
38.53,37.33,6.8,26,False,False,False,False,False,True,False,False
70.2,67.0,40.5,20,True,False,False,False,False,True,False,False
32.8,28.5,4.0,39,False,False,False,False,False,False,True,False
42.97,42.4,10.0,8,True,False,False,False,False,True,False,False
48.4,45.5,14.041999999999998,19,False,False,False,False,False,True,False,False
37.3,35.7,6.74,43,True,False,False,False,False,True,False,False
72.6,68.1,43.754000000000005,4,True,False,False,False,False,True,False,False
42.5,42.1,8.6,24,False,False,False,False,False,True,False,False
59.3,54.1,23.248,11,True,False,False,False,False,True,False,False
33.3,31.5,6.0,15,False,False,False,False,False,False,True,False
30.5,28.8,3.54,25,True,False,False,False,False,False,True,False
37.1,35.3,5.55,2,True,False,False,False,False,True,False,False
59.9,55.5,15.5,25,False,False,False,False,False,True,False,False
41.7,39.8,9.5,35,False,False,False,False,False,True,False,False
46.9,43.2,12.254000000000001,14,False,False,False,False,False,True,False,False
65.6,60.1,32.0,50,True,False,False,False,False,True,False,False
39.4,38.5,8.1,13,True,False,False,False,False,True,False,False
44.0,41.0,9.05,0,True,False,False,False,False,True,False,False
62.3,56.8,29.73,6,False,False,False,False,False,True,False,False
31.9,29.8,3.34,4,True,False,False,False,False,False,True,False
34.8,32.7,5.5,40,False,False,False,False,False,False,True,False
53.6,46.4,15.0,43,True,False,False,False,False,False,True,False
39.0,36.4,6.69,26,False,False,False,False,False,False,True,False
36.1,36.5,6.220000000000001,21,False,False,False,False,False,True,False,False
42.5,40.1,11.5,48,True,False,False,False,False,True,False,False
48.43,45.2,13.4,8,True,False,False,False,False,True,False,False
28.7,25.7,2.42,29,False,False,False,False,False,False,True,False
52.87,47.9,16.12,45,True,False,False,False,False,False,True,False
41.0,37.6,6.94,41,False,False,False,False,False,False,True,False
41.8,40.9,8.93,44,True,False,False,False,False,True,False,False
67.7,61.0,35.29,32,False,False,False,False,False,True,False,False
33.67,30.33,3.84,41,False,False,False,False,False,False,True,False
48.5,44.1,13.882,42,False,False,False,False,False,True,False,False
63.9,61.8,32.5,18,True,False,False,False,False,True,False,False
34.8,32.3,4.664,35,True,False,False,False,False,False,True,False
47.0,44.1,13.314000000000002,28,False,False,False,False,False,True,False,False
44.2,42.1,9.95,49,False,False,False,False,False,True,False,False
29.5,26.4,3.66,23,False,False,False,False,False,False,True,False
36.8,35.7,5.52,51,False,False,False,False,False,True,False,False
50.3,45.7,15.080000000000002,44,True,False,False,False,False,True,False,False
33.6,31.2,4.99,44,False,False,False,False,False,False,True,False
28.1,24.8,2.45,17,True,False,False,False,False,False,True,False
28.9,28.5,3.18,33,True,False,False,False,False,False,True,False
30.0,27.0,3.2,17,True,False,False,False,False,False,True,False
37.2,36.4,5.5,31,False,False,False,False,False,True,False,False
40.5,40.0,7.67,40,False,False,False,False,False,True,False,False
41.1,38.7,8.292,37,False,False,False,False,False,True,False,False
37.0,35.7,5.82,39,True,False,False,False,False,False,True,False
45.0,43.1,11.5,18,True,False,False,False,False,True,False,False
38.7,38.1,7.314,31,False,False,False,False,False,True,False,False
41.7,40.0,10.09,32,False,False,False,False,False,True,False,False
39.5,38.1,7.5,48,True,False,False,False,False,True,False,False
42.6,42.3,9.642,46,False,False,False,False,False,True,False,False
31.3,29.9,3.55,32,True,False,False,False,False,False,True,False
52.9,49.7,16.3,45,True,False,False,False,False,False,True,False
45.53,43.57,11.65,20,True,False,False,False,False,False,True,False
44.1,40.2,9.75,20,True,False,False,False,False,False,True,False
39.47,38.87,7.843999999999999,27,False,False,False,False,False,True,False,False
31.0,29.4,3.36,29,False,False,False,False,False,False,True,False
32.9,30.5,4.5,4,True,False,False,False,False,False,True,False
50.3,46.7,14.9,10,False,False,False,False,False,True,False,False
42.0,40.9,9.096,13,False,False,False,False,False,True,False,False
36.15,34.0,4.5,48,True,False,False,False,False,False,True,False
53.6,50.3,17.951999999999998,4,False,False,False,False,False,True,False,False
54.4,52.4,18.82,48,False,False,False,False,False,True,False,False
54.2,48.1,18.006,15,False,False,False,False,False,True,False,False
28.3,27.0,2.57,8,True,False,False,False,False,False,True,False
30.8,27.8,4.82,31,False,False,False,False,False,False,True,False
34.2,30.1,3.87,23,False,False,False,False,False,False,True,False
39.0,34.6,7.15,3,False,False,False,False,False,False,True,False
36.5,32.9,4.98,44,True,False,False,False,False,False,True,False
38.1,35.9,5.8,37,True,False,False,False,False,True,False,False
40.9,40.4,8.838000000000001,36,False,False,False,False,False,True,False,False
36.1,33.3,5.418,48,False,False,False,False,False,False,True,False
37.4,37.9,5.0,45,False,False,False,False,False,True,False,False
41.5,38.9,8.75,37,False,False,False,False,False,True,False,False
37.6,34.8,5.59,22,True,False,False,False,False,False,True,False
43.2,39.4,9.36,3,True,False,False,False,False,True,False,False
122.75,103.5,125.82000000000001,48,True,False,False,False,False,True,False,False
40.8,39.5,8.0,4,False,False,False,False,False,True,False,False
59.7,53.3,22.8,25,True,False,False,False,False,True,False,False
31.55,29.1,4.25,26,False,False,False,False,False,False,True,False
38.5,34.9,6.71,44,True,False,False,False,False,False,True,False
32.2,30.5,3.5,42,True,False,False,False,False,False,True,False
43.7,43.8,9.5,35,False,False,False,False,False,True,False,False
33.8,28.6,4.26,30,False,False,False,False,False,False,True,False
39.1,37.6,6.0,45,True,False,False,False,False,True,False,False
43.3,39.4,9.37,6,False,False,False,False,False,False,True,False
44.1,40.5,11.36,2,False,False,False,False,False,True,False,False
63.7,57.3,32.9,30,False,False,False,False,False,True,False,False
40.6,39.3,8.382000000000001,24,True,False,False,False,False,True,False,False
38.4,38.8,7.2620000000000005,50,False,False,False,False,False,True,False,False
58.9,55.6,27.2,9,True,False,False,False,False,True,False,False
45.0,42.5,10.874,16,False,False,False,False,False,True,False,False
35.4,36.2,5.8020000000000005,7,False,False,False,False,False,True,False,False
31.9,30.1,4.1,45,True,False,False,False,False,False,True,False
44.0,42.9,10.9,42,True,False,False,False,False,True,False,False
34.0,31.4,5.14,10,True,False,False,False,False,False,True,False
78.3,73.1,58.5,2,False,False,False,False,False,True,False,False
43.7,40.7,9.096,13,False,False,False,False,False,True,False,False
51.7,48.9,16.752000000000002,3,False,False,False,False,False,True,False,False
38.0,35.1,6.612,11,True,False,False,False,False,False,True,False
48.7,44.6,13.276,40,False,False,False,False,False,True,False,False
41.7,40.4,8.0,1,True,False,False,False,False,True,False,False
32.0,28.8,2.59,14,True,False,False,False,False,False,True,False
28.5,27.0,3.0,3,False,False,False,False,False,False,True,False
41.0,40.8,9.32,30,False,False,False,False,False,True,False,False
39.7,37.7,8.5,48,True,False,False,False,False,True,False,False
43.0,41.1,10.0,9,True,False,False,False,False,True,False,False
43.7,41.0,9.940000000000001,24,False,False,False,False,False,True,False,False
47.4,44.5,13.065999999999999,30,False,False,False,False,False,True,False,False
41.7,38.1,8.03,21,True,False,False,False,False,True,False,False
42.1,40.6,5.8,1,True,False,False,False,False,True,False,False
50.5,46.4,13.8,32,True,False,False,False,False,False,True,False
37.3,35.3,5.5,47,False,False,False,False,False,False,True,False
28.6,25.1,2.2,8,True,False,False,False,False,False,True,False
40.0,35.23,6.56,48,False,False,False,False,False,False,True,False
35.6,33.4,7.5,28,True,False,False,False,False,False,True,False
39.3,39.8,7.23,37,True,False,False,False,False,True,False,False
33.4,31.2,4.0,42,True,False,False,False,False,False,True,False
51.7,46.2,14.4,17,False,False,False,False,False,False,True,False
36.4,33.8,5.2,7,True,False,False,False,False,False,True,False
40.4,38.5,8.6,47,True,False,False,False,False,True,False,False
37.2,35.2,6.18,25,False,False,False,False,False,True,False,False
54.0,48.5,18.5,40,False,False,False,False,False,True,False,False
39.0,37.2,8.5,17,False,False,False,False,False,False,True,False
40.1,38.6,6.5,27,False,False,False,False,False,True,False,False
50.7,44.4,15.5,29,False,False,False,False,False,True,False,False
37.73,37.8,6.41,6,False,False,False,False,False,True,False,False
40.7,39.3,8.498,33,False,False,False,False,False,True,False,False
68.0,59.6,36.239999999999995,50,False,False,False,False,False,True,False,False
43.0,44.0,9.862,26,False,False,False,False,False,True,False,False
38.8,35.6,6.53,19,True,False,False,False,False,True,False,False
39.1,36.9,6.8,14,False,False,False,False,False,True,False,False
43.43,40.9,10.1,46,True,False,False,False,False,True,False,False
51.8,49.1,16.816,49,False,False,False,False,False,True,False,False
29.0,27.0,3.0,25,True,False,False,False,False,False,True,False
99.5,89.0,123.59,29,True,False,False,False,False,True,False,False
32.3,29.3,4.17,18,True,False,False,False,False,False,True,False
41.3,39.0,8.5,45,False,False,False,False,False,True,False,False
29.1,27.7,2.9,13,True,False,False,False,False,True,False,False
38.5,35.7,7.5,48,False,False,False,False,False,True,False,False
38.7,38.6,7.5,8,False,False,False,False,False,True,False,False
33.5,31.0,4.1,2,True,False,False,False,False,False,True,False
45.1,42.2,10.894000000000002,43,False,False,False,False,False,True,False,False
69.5,34.9,14.681999999999999,18,False,False,False,False,False,True,False,False
42.0,39.5,9.354,32,False,False,False,False,False,True,False,False
40.1,37.8,7.0,29,False,False,False,False,False,True,False,False
45.3,45.1,11.788,48,True,False,False,False,False,True,False,False
36.6,37.2,6.5,24,True,False,False,False,False,False,True,False
40.5,38.3,8.47,3,True,False,False,False,False,True,False,False
39.3,37.0,7.9,36,True,False,False,False,False,True,False,False
34.0,31.5,4.5,5,False,False,False,False,False,False,True,False
37.5,35.1,6.194000000000001,42,True,False,False,False,False,True,False,False
45.5,41.8,10.29,24,True,False,False,False,False,False,True,False
43.7,40.0,9.168000000000001,40,False,False,False,False,False,True,False,False
40.4,40.4,8.047999999999998,38,False,False,False,False,False,True,False,False
49.9,45.5,15.107999999999999,8,False,False,False,False,False,True,False,False
30.63,28.6,3.11,33,True,False,False,False,False,False,True,False
43.7,40.9,10.010000000000002,28,False,False,False,False,False,True,False,False
38.9,38.7,7.0,37,False,False,False,False,False,True,False,False
44.6,41.3,11.21,2,False,False,False,False,False,True,False,False
46.23,42.33,11.08,47,False,False,False,False,False,False,True,False
63.8,55.5,29.096000000000004,4,True,False,False,False,False,False,True,False
51.0,49.0,17.004,37,False,False,False,False,False,True,False,False
45.7,42.0,11.118,37,False,False,False,False,False,True,False,False
30.6,29.0,3.5,33,False,False,False,False,False,False,True,False
41.1,36.9,6.1,46,True,False,False,False,False,True,False,False
35.9,33.1,6.5,30,False,False,False,False,False,False,True,False
32.7,31.7,4.252,25,True,False,False,False,False,True,False,False
52.0,47.9,15.4,48,False,False,False,False,False,True,False,False
38.3,37.1,7.0,8,True,False,False,False,False,True,False,False
35.2,32.1,5.88,6,True,False,False,False,False,False,True,False
40.0,37.2,8.354000000000001,10,False,False,False,False,False,True,False,False
47.8,43.7,12.83,21,True,False,False,False,False,False,True,False
51.1,48.8,15.872000000000003,12,False,False,False,False,False,True,False,False
39.6,36.9,6.8,47,False,False,False,False,False,True,False,False
32.9,32.9,4.5,44,False,False,False,False,False,True,False,False
44.5,42.1,9.78,50,False,False,False,False,False,True,False,False
51.5,47.2,15.928,29,True,False,False,False,False,True,False,False
37.5,36.5,6.5,39,False,False,False,False,False,True,False,False
46.4,41.8,12.132,49,False,False,False,False,False,True,False,False
47.6,44.3,12.681999999999999,27,False,False,False,False,False,True,False,False
41.4,38.6,8.07,43,True,False,False,False,False,False,True,False
33.2,34.0,4.0,37,True,False,False,False,False,False,True,False
37.7,37.0,7.03,46,False,False,False,False,False,False,True,False
42.3,40.6,9.184000000000001,6,False,False,False,False,False,True,False,False
41.0,40.3,9.62,43,False,False,False,False,False,True,False,False
35.0,33.3,5.4,36,True,False,False,False,False,True,False,False
43.0,39.7,9.578,3,False,False,False,False,False,True,False,False
39.97,36.77,6.8,28,False,False,False,False,False,False,True,False
40.4,38.7,7.796000000000001,40,False,False,False,False,False,True,False,False
36.6,33.4,5.58,51,True,False,False,False,False,False,True,False
39.1,33.7,6.42,36,True,False,False,False,False,False,True,False
42.3,40.8,8.28,19,False,False,False,False,False,True,False,False
41.9,38.4,7.51,32,False,False,False,False,False,True,False,False
40.9,37.4,8.62,38,True,False,False,False,False,True,False,False
29.5,27.5,2.92,35,True,False,False,False,False,False,True,False
46.9,41.83,10.92,23,True,False,False,False,False,True,False,False
51.6,45.2,14.58,24,False,False,False,False,False,False,True,False
41.1,37.4,8.0,51,True,False,False,False,False,False,True,False
42.7,41.0,9.562,43,True,False,False,False,False,True,False,False
38.3,34.0,6.220000000000001,49,True,False,False,False,False,False,True,False
37.0,33.3,7.52,23,False,False,False,False,False,False,True,False
43.0,44.0,8.81,40,False,False,False,False,False,False,True,False
36.5,36.0,6.27,25,True,False,False,False,False,True,False,False
35.5,34.6,7.0,14,True,False,False,False,False,False,True,False
34.1,30.5,3.79,36,True,False,False,False,False,False,True,False
45.2,41.3,12.558000000000002,13,False,False,False,False,False,False,True,False
40.5,39.3,8.0,33,False,False,False,False,False,True,False,False
35.6,34.2,5.5,44,False,False,False,False,False,True,False,False
35.5,32.9,4.2,13,False,False,False,False,False,False,True,False
43.7,40.1,8.5,45,False,False,False,False,False,True,False,False
55.3,52.6,22.374000000000002,3,False,False,False,False,False,True,False,False
30.5,28.1,3.47,7,True,False,False,False,False,False,True,False
77.0,68.7,40.44,14,True,False,False,False,False,True,False,False
41.2,39.6,8.02,40,True,False,False,False,False,True,False,False
40.5,38.6,8.67,29,False,False,False,False,False,True,False,False
32.2,30.3,3.808,33,True,False,False,False,False,False,True,False
38.8,37.5,8.4,46,True,False,False,False,False,True,False,False
52.5,48.0,17.83,34,True,False,False,False,False,False,True,False
31.0,27.9,2.5,27,True,False,False,False,False,False,True,False
57.2,54.0,23.56,51,False,False,False,False,False,True,False,False
34.67,34.57,5.64,9,False,False,False,False,False,False,True,False
37.0,36.1,6.068,41,True,False,False,False,False,True,False,False
46.0,46.8,12.434000000000001,2,False,False,False,False,False,True,False,False
37.7,35.5,6.0,47,False,False,False,False,False,True,False,False
41.0,37.0,9.0,1,False,False,False,False,False,True,False,False
47.0,48.0,11.8,47,False,False,False,False,False,True,False,False
32.8,29.8,3.41,21,True,False,False,False,False,False,True,False
38.6,35.8,6.02,40,True,False,False,False,False,False,True,False
35.2,32.5,4.63,40,False,False,False,False,False,False,True,False
33.8,32.8,3.5,31,True,False,False,False,False,False,True,False
37.3,32.9,5.0,50,True,False,False,False,False,False,True,False
49.1,45.3,13.9,11,True,False,False,False,False,True,False,False
51.0,44.9,15.1,15,True,False,False,False,False,False,True,False
34.8,33.2,3.6,5,False,False,False,False,False,False,True,False
42.4,41.4,9.16,17,True,False,False,False,False,True,False,False
42.5,42.0,9.544,27,False,False,False,False,False,True,False,False
48.1,44.6,13.998,48,True,False,False,False,False,True,False,False
36.8,33.0,5.82,33,True,False,False,False,False,False,True,False
31.2,28.2,3.5,39,True,False,False,False,False,False,True,False
43.5,39.2,9.334,6,False,False,False,False,False,True,False,False
30.1,27.0,3.43,9,True,False,False,False,False,False,True,False
42.2,40.7,10.13,46,False,False,False,False,False,True,False,False
62.6,57.4,26.0,1,True,False,False,False,False,True,False,False
28.2,26.8,2.402,25,True,False,False,False,False,False,True,False
40.3,38.0,9.38,16,False,False,False,False,False,False,True,False
30.3,28.9,3.16,44,True,False,False,False,False,False,True,False
42.7,40.6,10.92,34,False,False,False,False,False,True,False,False
48.0,44.5,15.0,7,False,False,False,False,False,True,False,False
44.3,41.0,10.422,40,False,False,False,False,False,True,False,False
30.7,29.1,4.0,29,False,False,False,False,False,False,True,False
35.8,32.4,5.061999999999999,23,False,False,False,False,False,False,True,False
42.9,40.4,9.416,6,False,False,False,False,False,True,False,False
